KOD_SUKL;PIL;DAT_ROZ_PIL;SPC;DAT_ROZ_SPC;OBAL_TEXT;DAT_ROZ_OBAL;NR;DAT_NPM_NR
0210722;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210723;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210724;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210725;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210726;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210727;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210728;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210729;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210730;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210731;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210732;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210733;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210734;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210735;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210736;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210737;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-viatris-epar-product-information_cs.pdf;;;
0210738;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210739;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210740;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210741;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210742;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210743;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210744;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210745;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210746;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210747;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210748;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210749;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210750;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210751;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210752;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210753;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210754;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210755;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210756;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210757;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210758;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210759;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210760;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210761;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210762;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210763;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210764;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210765;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210766;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-zentiva-epar-product-information_cs.pdf;;;
0210768;https://www.ema.europa.eu/cs/documents/product-information/hetlioz-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/hetlioz-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/hetlioz-epar-product-information_cs.pdf;;;
0210769;https://www.ema.europa.eu/cs/documents/product-information/duotrav-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/duotrav-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/duotrav-epar-product-information_cs.pdf;;;
0210770;https://www.ema.europa.eu/cs/documents/product-information/duotrav-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/duotrav-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/duotrav-epar-product-information_cs.pdf;;;
0210771;https://www.ema.europa.eu/cs/documents/product-information/duotrav-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/duotrav-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/duotrav-epar-product-information_cs.pdf;;;
0210772;https://www.ema.europa.eu/cs/documents/product-information/opdivo-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/opdivo-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/opdivo-epar-product-information_cs.pdf;;;
0210773;https://www.ema.europa.eu/cs/documents/product-information/opdivo-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/opdivo-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/opdivo-epar-product-information_cs.pdf;;;
0210774;https://www.ema.europa.eu/cs/documents/product-information/gilenya-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/gilenya-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/gilenya-epar-product-information_cs.pdf;;;
0210775;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210776;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210777;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210778;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210779;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210780;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210781;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210782;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210783;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210784;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/bemfola-epar-product-information_cs.pdf;;;
0210785;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210786;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210787;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210788;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210789;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210790;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210791;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210792;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210793;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210794;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210795;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210796;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/aripiprazole-mylan-pharma-epar-product-information_cs.pdf;;;
0210880;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210881;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210882;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210883;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210884;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210885;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210886;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210887;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210888;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210889;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210890;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210891;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210892;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210893;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210894;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210895;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
0210896;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;https://www.ema.europa.eu/cs/documents/product-information/pregabalin-zentiva-epar-product-information_cs.pdf;;;
