KOD_SUKL;VPOIS_NAZEV_SPOLECNOSTI;VPOIS_WWW;VPOIS_EMAIL;VPOIS_TEL
0248049;;;;
0248050;;;;
0248051;;;;
0248052;;;;
0248146;Heaton k.s.;www.heaton.cz;safety@heaton.cz;242 482 690
0248147;Heaton k.s.;www.heaton.cz;safety@heaton.cz;242 482 690
0248148;Heaton k.s.;www.heaton.cz;safety@heaton.cz;242 482 690
0248149;Heaton k.s.;www.heaton.cz;safety@heaton.cz;242 482 690
0248150;Heaton k.s.;www.heaton.cz;safety@heaton.cz;242 482 690
0248151;Heaton k.s.;www.heaton.cz;safety@heaton.cz;242 482 690
0248190;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248191;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248192;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248193;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248194;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248195;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248196;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248197;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248198;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248199;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248200;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248201;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248202;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248203;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248204;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248205;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248214;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248215;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248216;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248217;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248218;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248219;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248220;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248221;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248222;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248223;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248224;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248225;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248226;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248227;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248228;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248229;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248230;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248231;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248232;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248233;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248234;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248235;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248236;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248237;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248238;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248239;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248240;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248241;G. L. Pharma s.r.o.;http://www.gl-pharma.cz/;;
0248242;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248243;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248244;Vipharm Slovakia s.r.o.;http://vipharm.cz/index.php/vpois;petra.cermakova@vipharm.cz;
0248245;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248246;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248247;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248248;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248249;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248250;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248251;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248252;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248253;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248254;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248255;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248256;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248257;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248258;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248259;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248260;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248261;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248262;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248263;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248264;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248265;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248266;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248267;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248268;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248269;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248270;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248271;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248272;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248284;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248285;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248286;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248287;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248288;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248289;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248290;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248291;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248292;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248293;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248294;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248295;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248296;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248297;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248298;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248299;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248300;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248301;Medochemie Bohemia, spol. s r.o.;http://czech.medochemie.com/MainMenu/VPOIS.aspx;jaroslav.litera@medochemie.com;+ 420 241 029 007
0248302;Exeltis Czech, s.r.o.;;michaela.skopova@exeltis.com;00420 606 622 448
0248303;Exeltis Czech, s.r.o.;;michaela.skopova@exeltis.com;00420 606 622 448
0248304;Exeltis Czech, s.r.o.;;michaela.skopova@exeltis.com;00420 606 622 448
0248313;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248314;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248316;BOIRON CZ, s.r.o.;http://vpois.boiron.cz;info@boiron.cz;224 835 090
0248317;BOIRON CZ, s.r.o.;http://vpois.boiron.cz;info@boiron.cz;224 835 090
0248318;BOIRON CZ, s.r.o.;http://vpois.boiron.cz;info@boiron.cz;224 835 090
0248319;BOIRON CZ, s.r.o.;http://vpois.boiron.cz;info@boiron.cz;224 835 090
0248321;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248322;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248323;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248324;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248325;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248326;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248327;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248328;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248329;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248330;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248331;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248332;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248333;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248334;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248335;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248336;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248337;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248338;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248339;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248340;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248341;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248342;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248343;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248344;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248345;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248346;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248347;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248348;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248349;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248350;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248351;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248352;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248353;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248354;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248355;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248356;;https://www.viatris.com/cs-cz/lm/czech-republic/documents/vpois;;
0248357;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248358;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248359;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248360;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248361;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248362;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248363;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248364;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248365;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248366;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248367;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248368;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248369;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248370;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248371;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248372;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248373;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248374;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248375;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248376;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248377;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248378;SANDOZ s.r.o.;http://www.sandoz.cz/;office.cz@sandoz.com;234 142 222
0248379;4LIFE Pharma s.r.o.;http://www.4lifepharma.eu;;244 403 003
0248380;4LIFE Pharma s.r.o.;http://www.4lifepharma.eu;;244 403 003
0248381;4LIFE Pharma s.r.o.;http://www.4lifepharma.eu;;244 403 003
0248382;4LIFE Pharma s.r.o.;http://www.4lifepharma.eu;;244 403 003
0248426;Zentiva, k.s.;www.zentiva.cz;zentiva.cz@zentiva.com;+420267 241 111
0248427;Pharmaselect CZ s.r.o.;http://www.pharmaselect.cz/vpois;info@pharmaselect.cz;
0248428;Pharmaselect CZ s.r.o.;http://www.pharmaselect.cz/vpois;info@pharmaselect.cz;
0248429;Pharmaselect CZ s.r.o.;http://www.pharmaselect.cz/vpois;info@pharmaselect.cz;
0248433;Berlin-Chemie/A.Menarini Ceska republika s.r.o.;http://www.berlin-chemie.cz;office@berlin-chemie.cz;267199331
0248434;Berlin-Chemie/A.Menarini Ceska republika s.r.o.;http://www.berlin-chemie.cz;office@berlin-chemie.cz;267199331
0248435;Berlin-Chemie/A.Menarini Ceska republika s.r.o.;http://www.berlin-chemie.cz;office@berlin-chemie.cz;267199331
0248436;Glenmark Pharmaceuticals s.r.o.;http://www.glenmarkpharma.cz;info@glenmarkpharma.cz;227629511
0248437;Glenmark Pharmaceuticals s.r.o.;http://www.glenmarkpharma.cz;info@glenmarkpharma.cz;227629511
0248438;Glenmark Pharmaceuticals s.r.o.;http://www.glenmarkpharma.cz;info@glenmarkpharma.cz;227629511
0248439;Glenmark Pharmaceuticals s.r.o.;http://www.glenmarkpharma.cz;info@glenmarkpharma.cz;227629511
0248440;Glenmark Pharmaceuticals s.r.o.;http://www.glenmarkpharma.cz;info@glenmarkpharma.cz;227629511
0248441;Glenmark Pharmaceuticals s.r.o.;http://www.glenmarkpharma.cz;info@glenmarkpharma.cz;227629511
0248442;Glenmark Pharmaceuticals s.r.o.;http://www.glenmarkpharma.cz;info@glenmarkpharma.cz;227629511
0248443;Glenmark Pharmaceuticals s.r.o.;http://www.glenmarkpharma.cz;info@glenmarkpharma.cz;227629511
0248444;Fresenius Medical Care - ÈR, s.r.o.;http://www.freseniusmedicalcare.cz/cs/o-nas/fresenius-medical-care-v-ceske-republice/;fresenius@fresenius.cz;273037900, 273037901
0248445;Fresenius Medical Care - ÈR, s.r.o.;http://www.freseniusmedicalcare.cz/cs/o-nas/fresenius-medical-care-v-ceske-republice/;fresenius@fresenius.cz;273037900, 273037901
0248479;NOVENTIS, s.r.o.;http://www.noventis.cz;VPOIS@noventis.cz, farmakovigilance@noventis.cz;724594336 (24/7), 577056348 (577056349)
0248480;NOVENTIS, s.r.o.;http://www.noventis.cz;VPOIS@noventis.cz, farmakovigilance@noventis.cz;724594336 (24/7), 577056348 (577056349)
0248481;NOVENTIS, s.r.o.;http://www.noventis.cz;VPOIS@noventis.cz, farmakovigilance@noventis.cz;724594336 (24/7), 577056348 (577056349)
0248482;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248483;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248484;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248485;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248486;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248487;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248488;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248489;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248490;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248491;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248492;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248493;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248494;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248495;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248496;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248497;Teva Pharmaceuticals s.r.o.;http://www.teva.cz;vois@teva.cz;251007111
0248525;Olikla s.r.o.;https://www.olikla.cz/vpois/;safety@olikla.cz;+420 603 814 503
0248526;Olikla s.r.o.;https://www.olikla.cz/vpois/;safety@olikla.cz;+420 603 814 503
0248527;Olikla s.r.o.;https://www.olikla.cz/vpois/;safety@olikla.cz;+420 603 814 503
0248528;Olikla s.r.o.;https://www.olikla.cz/vpois/;safety@olikla.cz;+420 603 814 503
0248529;Olikla s.r.o.;https://www.olikla.cz/vpois/;safety@olikla.cz;+420 603 814 503
0248530;BOIRON CZ, s.r.o.;http://vpois.boiron.cz;info@boiron.cz;224 835 090
0248531;BOIRON CZ, s.r.o.;http://vpois.boiron.cz;info@boiron.cz;224 835 090
0248532;BOIRON CZ, s.r.o.;http://vpois.boiron.cz;info@boiron.cz;224 835 090
0248533;BOIRON CZ, s.r.o.;http://vpois.boiron.cz;info@boiron.cz;224 835 090
0248534;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248535;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248536;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248537;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248538;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248539;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248540;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248541;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248542;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248543;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248544;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248545;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248546;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248547;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248548;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248549;Krka ÈR s.r.o.;http://www.krka.cz/cz/leciva-a-jine-produkty/;info.cz@krka.biz;
0248550;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248551;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248552;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248553;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248554;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248555;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248556;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248557;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248558;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248559;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248560;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248561;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248562;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248563;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248564;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248565;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248566;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248567;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248568;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248569;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248570;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248571;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248572;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248573;EGIS Praha, spol. r. o.;http://www.egispraha.cz/;egispraha@egispraha.cz;+420 227 129 111
0248575;Stallergenes CZ, s.r.o.;https://www.stallergenesgreer.com/cz/vpois;cz.info@stallergenesgreer.com;+420 222 515 342
0248576;Stallergenes CZ, s.r.o.;https://www.stallergenesgreer.com/cz/vpois;cz.info@stallergenesgreer.com;+420 222 515 342
0248578;Stallergenes CZ, s.r.o.;https://www.stallergenesgreer.com/cz/vpois;cz.info@stallergenesgreer.com;+420 222 515 342
0248579;Stallergenes CZ, s.r.o.;https://www.stallergenesgreer.com/cz/vpois;cz.info@stallergenesgreer.com;+420 222 515 342
0248580;Stallergenes CZ, s.r.o.;https://www.stallergenesgreer.com/cz/vpois;cz.info@stallergenesgreer.com;+420 222 515 342
0248581;Gedeon Richter Marketing ÈR, s.r.o.;http://www.richtergedeon.cz;info@richtergedeon.cz;261141200
0248582;Fresenius Kabi s.r.o.;http://www.fresenius-kabi.cz;marina.svobodova@fresenius-kabi.com;+420 225 270 583
0248583;Fresenius Kabi s.r.o.;http://www.fresenius-kabi.cz;marina.svobodova@fresenius-kabi.com;+420 225 270 583
0248584;Fresenius Kabi s.r.o.;http://www.fresenius-kabi.cz;marina.svobodova@fresenius-kabi.com;+420 225 270 583
0248585;Fresenius Kabi s.r.o.;http://www.fresenius-kabi.cz;marina.svobodova@fresenius-kabi.com;+420 225 270 583
0248586;Fresenius Kabi s.r.o.;http://www.fresenius-kabi.cz;marina.svobodova@fresenius-kabi.com;+420 225 270 583
0248587;Fresenius Kabi s.r.o.;http://www.fresenius-kabi.cz;marina.svobodova@fresenius-kabi.com;+420 225 270 583
